"DATE","IDFROM","IDTO"
"2020-06-02","202","106"
"2020-06-19","98","158"
"2020-06-11","237","184"
"2020-06-30","241","177"
"2020-06-26","117","25"
"2020-06-18","98","53"
"2020-06-14","228","162"
"2020-06-09","82","197"
"2020-06-22","139","69"
"2020-06-22","160","245"
"2020-06-04","178","157"
"2020-06-05","85","113"
"2020-06-27","197","17"
"2020-06-10","123","214"
"2020-06-13","152","133"
"2020-06-26","226","227"
"2020-06-15","68","148"
"2020-06-14","28","166"
"2020-06-12","189","236"
"2020-06-22","85","97"
"2020-06-16","107","196"
"2020-06-09","35","18"
"2020-06-20","97","180"
"2020-06-22","98","169"
"2020-06-21","231","131"
"2020-06-21","180","62"
"2020-06-29","112","224"
"2020-06-21","2","127"
"2020-06-18","197","32"
"2020-06-18","198","62"
"2020-06-06","116","237"
"2020-06-03","245","218"
"2020-06-22","179","212"
"2020-06-09","147","195"
"2020-06-26","116","193"
"2020-06-18","105","140"
"2020-06-26","60","219"
"2020-06-02","10","135"
"2020-06-15","115","145"
"2020-06-11","104","138"
"2020-06-07","138","56"
"2020-06-12","36","28"
"2020-06-15","130","208"
"2020-06-30","72","162"
"2020-06-17","214","59"
"2020-06-11","210","27"
"2020-06-29","144","225"
"2020-06-26","63","56"
"2020-06-11","9","234"
"2020-06-26","60","193"
"2020-06-27","189","239"
"2020-06-04","143","202"
"2020-06-17","30","58"
"2020-06-09","75","158"
"2020-06-26","15","172"
"2020-06-02","234","28"
"2020-06-14","184","114"
"2020-06-22","102","83"
"2020-06-12","135","9"
"2020-06-10","83","157"
"2020-06-19","11","247"
"2020-06-24","5","23"
"2020-06-02","1","210"
"2020-06-28","14","65"
"2020-06-01","60","14"
"2020-06-22","210","129"
"2020-06-16","13","221"
"2020-06-23","109","98"
"2020-06-09","33","156"
"2020-06-04","176","249"
"2020-06-12","48","125"
"2020-06-22","114","94"
"2020-06-07","6","96"
"2020-06-01","157","235"
"2020-06-25","119","110"
"2020-06-23","94","243"
"2020-06-24","212","75"
"2020-06-06","67","86"
"2020-06-02","167","109"
"2020-06-11","172","147"
"2020-06-17","205","239"
"2020-06-17","224","17"
"2020-06-16","141","125"
"2020-06-18","235","126"
"2020-06-03","211","232"
"2020-06-22","178","242"
"2020-06-14","18","78"
"2020-06-12","24","52"
"2020-06-05","244","108"
"2020-06-21","158","49"
"2020-06-25","176","29"
"2020-06-03","11","60"
"2020-06-07","227","38"
"2020-06-06","209","133"
"2020-06-29","122","33"
"2020-06-29","131","137"
"2020-06-02","74","208"
"2020-06-23","28","235"
"2020-06-30","206","202"
"2020-06-21","147","142"
"2020-06-01","27","231"
"2020-06-01","243","126"
"2020-06-15","124","38"
"2020-06-12","8","132"
"2020-06-05","187","124"
"2020-06-04","97","211"
"2020-06-14","155","58"
"2020-06-02","196","178"
"2020-06-22","189","4"
"2020-06-26","219","119"
"2020-06-30","216","182"
"2020-06-28","143","6"
"2020-06-19","181","207"
"2020-06-04","28","209"
"2020-06-30","50","2"
"2020-06-01","233","13"
"2020-06-16","69","241"
"2020-06-13","194","185"
"2020-06-26","211","219"
"2020-06-12","33","221"
"2020-06-12","123","220"
"2020-06-22","141","233"
"2020-06-20","93","72"
"2020-06-22","195","140"
"2020-06-15","163","182"
"2020-06-29","53","205"
"2020-06-17","48","22"
"2020-06-07","181","187"
"2020-06-12","131","124"
"2020-06-14","86","185"
"2020-06-14","142","210"
"2020-06-01","10","72"
"2020-06-17","173","20"
"2020-06-26","138","126"
"2020-06-29","22","155"
"2020-06-18","236","168"
"2020-06-13","233","142"
"2020-06-06","69","248"
"2020-06-24","5","210"
"2020-06-29","222","43"
"2020-06-27","152","42"
"2020-06-03","91","73"
"2020-06-26","135","58"
"2020-06-11","110","249"
"2020-06-06","75","87"
"2020-06-15","117","73"
"2020-06-04","178","146"
"2020-06-15","172","169"
"2020-06-05","71","7"
"2020-06-14","164","213"
"2020-06-19","7","115"
"2020-06-23","157","119"
"2020-06-29","176","248"
"2020-06-26","8","162"
"2020-06-22","29","229"
"2020-06-24","149","22"
"2020-06-29","247","115"
"2020-06-10","194","20"
"2020-06-19","97","208"
"2020-06-05","33","180"
"2020-06-08","218","200"
"2020-06-22","179","44"
"2020-06-08","23","243"
"2020-06-22","208","127"
"2020-06-04","213","130"
"2020-06-26","25","187"
"2020-06-30","72","22"
"2020-06-14","57","157"
"2020-06-29","8","210"
"2020-06-22","2","143"
"2020-06-11","116","87"
"2020-06-14","169","76"
"2020-06-08","165","152"
"2020-06-19","116","193"
"2020-06-30","58","167"
"2020-06-23","168","130"
"2020-06-02","55","136"
"2020-06-15","200","80"
"2020-06-01","225","164"
"2020-06-22","87","159"
"2020-06-01","235","108"
"2020-06-28","170","20"
"2020-06-21","186","9"
"2020-06-14","58","229"
"2020-06-14","182","213"
"2020-06-26","87","104"
"2020-06-02","131","232"
"2020-06-19","40","38"
"2020-06-09","94","79"
"2020-06-21","245","12"
"2020-06-09","17","28"
"2020-06-06","160","66"
"2020-06-29","184","11"
"2020-06-28","108","47"
"2020-06-29","163","138"
"2020-06-12","148","218"
"2020-06-22","65","23"
"2020-06-01","18","60"
"2020-06-29","187","227"
"2020-06-12","108","198"
"2020-06-08","34","241"
"2020-06-29","240","153"
"2020-06-11","142","35"
"2020-06-22","77","129"
"2020-06-16","128","124"
"2020-06-03","104","227"
"2020-06-06","2","45"
"2020-06-03","217","208"
"2020-06-28","114","246"
"2020-06-28","135","65"
"2020-06-18","73","49"
"2020-06-28","61","31"
"2020-06-30","149","183"
"2020-06-17","149","2"
"2020-06-11","192","130"
"2020-06-28","151","118"
"2020-06-22","233","18"
"2020-06-02","74","61"
"2020-06-21","228","10"
"2020-06-19","229","202"
"2020-06-09","184","196"
"2020-06-29","229","104"
"2020-06-12","17","91"
"2020-06-09","130","40"
"2020-06-21","38","234"
"2020-06-25","24","23"
"2020-06-23","44","245"
"2020-06-03","167","228"
"2020-06-28","67","171"
"2020-06-14","14","117"
"2020-06-04","41","146"
"2020-06-30","240","25"
"2020-06-20","40","62"
"2020-06-23","74","30"
"2020-06-18","225","193"
"2020-06-08","19","53"
"2020-06-30","23","21"
"2020-06-27","198","198"
"2020-06-25","125","24"
"2020-06-08","202","151"
"2020-06-02","213","58"
"2020-06-28","40","30"
"2020-06-17","64","180"
"2020-06-26","71","97"
"2020-06-09","249","127"
"2020-06-25","194","16"
"2020-06-12","61","55"
"2020-06-08","116","44"
"2020-06-04","38","189"
"2020-06-16","25","34"
"2020-06-15","242","80"
"2020-06-15","115","110"
"2020-06-13","172","213"
"2020-06-03","218","191"
"2020-06-25","240","10"
"2020-06-26","77","134"
"2020-06-29","81","96"
"2020-06-18","232","85"
"2020-06-15","116","209"
"2020-06-23","70","153"
"2020-06-30","77","43"
"2020-06-01","152","56"
"2020-06-16","128","242"
"2020-06-25","72","249"
"2020-06-10","206","94"
"2020-06-06","181","104"
"2020-06-19","38","166"
"2020-06-23","169","141"
"2020-06-22","144","171"
"2020-06-15","93","70"
"2020-06-10","1","107"
"2020-06-16","129","24"
"2020-06-30","238","76"
"2020-06-12","188","245"
"2020-06-17","158","149"
"2020-06-21","46","123"
"2020-06-16","7","115"
"2020-06-22","99","135"
"2020-06-02","3","102"
"2020-06-14","47","65"
"2020-06-05","174","230"
"2020-06-27","121","92"
"2020-06-02","46","17"
"2020-06-23","193","10"
"2020-06-03","221","185"
"2020-06-24","76","47"
"2020-06-13","84","247"
"2020-06-10","223","189"
"2020-06-15","163","234"
"2020-06-06","19","131"
"2020-06-24","153","65"
"2020-06-28","87","166"
"2020-06-11","160","233"
"2020-06-27","244","20"
"2020-06-27","214","120"
"2020-06-02","209","59"
"2020-06-01","243","46"
"2020-06-22","141","166"
"2020-06-27","196","133"
"2020-06-11","179","221"
"2020-06-09","130","191"
"2020-06-13","4","74"
"2020-06-05","43","13"
"2020-06-15","96","226"
"2020-06-22","236","46"
"2020-06-02","134","237"
"2020-06-29","37","181"
"2020-06-05","139","125"
"2020-06-30","201","9"
"2020-06-28","93","95"
"2020-06-25","194","43"
"2020-06-15","149","169"
"2020-06-11","232","182"
"2020-06-05","68","43"
"2020-06-27","52","5"
"2020-06-15","113","209"
"2020-06-09","4","136"
"2020-06-16","70","127"
"2020-06-08","54","165"
"2020-06-26","192","159"
"2020-06-21","22","91"
"2020-06-18","25","135"
"2020-06-24","59","174"
"2020-06-26","69","23"
"2020-06-13","13","70"
"2020-06-25","167","129"
"2020-06-02","32","233"
"2020-06-20","110","98"
"2020-06-22","49","17"
"2020-06-21","13","147"
"2020-06-22","183","214"
"2020-06-29","216","180"
"2020-06-27","44","138"
"2020-06-21","241","246"
"2020-06-29","120","231"
"2020-06-16","26","108"
"2020-06-01","8","19"
"2020-06-11","100","217"
"2020-06-05","233","169"
"2020-06-05","4","226"
"2020-06-06","105","167"
"2020-06-24","242","27"
"2020-06-16","170","191"
"2020-06-05","227","46"
"2020-06-22","188","229"
"2020-06-13","32","33"
"2020-06-04","20","85"
"2020-06-16","181","249"
"2020-06-27","50","199"
"2020-06-05","28","98"
"2020-06-14","169","180"
"2020-06-04","236","153"
"2020-06-23","171","33"
"2020-06-05","166","21"
"2020-06-27","247","207"
"2020-06-25","189","59"
"2020-06-15","243","29"
"2020-06-16","104","23"
"2020-06-11","60","14"
"2020-06-23","14","227"
"2020-06-07","119","81"
"2020-06-26","168","244"
"2020-06-29","222","142"
"2020-06-27","23","206"
"2020-06-18","151","239"
"2020-06-22","171","10"
"2020-06-02","52","160"
"2020-06-28","162","32"
"2020-06-21","138","96"
"2020-06-02","203","158"
"2020-06-03","187","113"
"2020-06-10","244","23"
"2020-06-23","114","249"
"2020-06-28","61","198"
"2020-06-16","93","195"
"2020-06-06","234","242"
"2020-06-27","111","167"
"2020-06-12","214","15"
"2020-06-09","30","168"
"2020-06-08","97","125"
"2020-06-05","13","131"
"2020-06-23","241","189"
"2020-06-12","233","129"
"2020-06-20","54","14"
"2020-06-09","127","207"
"2020-06-27","224","164"
"2020-06-02","37","121"
"2020-06-12","225","108"
"2020-06-17","129","133"
"2020-06-09","156","218"
"2020-06-22","128","108"
"2020-06-05","144","113"
"2020-06-04","176","236"
"2020-06-16","127","134"
"2020-06-11","121","125"
"2020-06-03","39","67"
"2020-06-11","7","127"
"2020-06-25","158","91"
"2020-06-20","84","142"
"2020-06-15","201","26"
"2020-06-12","112","194"
"2020-06-29","177","162"
"2020-06-09","110","9"
"2020-06-13","149","132"
"2020-06-05","29","39"
"2020-06-08","35","35"
"2020-06-02","126","229"
"2020-06-08","82","39"
"2020-06-05","228","236"
"2020-06-22","48","162"
"2020-06-03","117","51"
"2020-06-16","42","123"
"2020-06-21","245","99"
"2020-06-28","203","5"
"2020-06-04","166","211"
"2020-06-15","183","213"
"2020-06-07","139","189"
"2020-06-17","51","16"
"2020-06-13","198","246"
"2020-06-21","119","227"
"2020-06-17","11","66"
"2020-06-04","143","38"
"2020-06-23","106","209"
"2020-06-29","201","115"
"2020-06-10","234","176"
"2020-06-20","17","73"
"2020-06-21","150","79"
"2020-06-27","120","20"
"2020-06-20","244","200"
"2020-06-04","232","85"
"2020-06-19","45","55"
"2020-06-22","177","86"
"2020-06-02","109","4"
"2020-06-21","205","169"
"2020-06-19","59","116"
"2020-06-16","188","25"
"2020-06-28","235","180"
"2020-06-15","199","60"
"2020-06-02","132","44"
"2020-06-04","27","122"
"2020-06-04","45","227"
"2020-06-21","237","82"
"2020-06-12","207","194"
"2020-06-17","158","232"
"2020-06-15","237","124"
"2020-06-27","193","118"
"2020-06-25","123","197"
"2020-06-21","152","23"
"2020-06-17","235","188"
"2020-06-21","24","28"
"2020-06-18","242","111"
"2020-06-30","157","104"
"2020-06-13","205","211"
"2020-06-02","59","61"
"2020-06-22","123","56"
"2020-06-02","103","106"
"2020-06-21","66","91"
"2020-06-27","147","160"
"2020-06-07","71","67"
"2020-06-16","112","144"
"2020-06-19","48","6"
"2020-06-06","69","222"
"2020-06-29","96","15"
"2020-06-05","115","48"
"2020-06-20","130","135"
"2020-06-03","92","202"
"2020-06-11","118","210"
"2020-06-18","102","24"
"2020-06-07","226","50"
"2020-06-09","173","68"
"2020-06-21","116","180"
"2020-06-28","234","132"
"2020-06-14","147","161"
"2020-06-10","196","186"
"2020-06-26","233","153"
"2020-06-13","84","213"
"2020-06-12","75","194"
"2020-06-02","189","79"
"2020-06-01","233","177"
"2020-06-17","122","49"
"2020-06-26","18","76"
"2020-06-09","119","95"
"2020-06-17","153","189"
"2020-06-16","111","107"
"2020-06-27","12","226"
"2020-06-20","11","93"
"2020-06-09","192","139"
"2020-06-16","83","148"
"2020-06-27","110","120"
"2020-06-29","2","12"
"2020-06-06","173","225"
"2020-06-09","60","163"
"2020-06-28","93","33"
"2020-06-29","88","72"
"2020-06-25","107","59"
"2020-06-02","41","238"
"2020-06-13","86","216"
"2020-06-27","193","133"
"2020-06-07","247","172"
"2020-06-09","166","91"
"2020-06-13","7","249"
"2020-06-22","26","114"
"2020-06-18","139","28"
"2020-06-09","75","117"
"2020-06-10","119","91"
"2020-06-25","34","22"
"2020-06-22","89","52"
"2020-06-15","15","202"
"2020-06-11","4","76"
"2020-06-29","92","151"
"2020-06-07","119","223"
"2020-06-02","211","189"
"2020-06-27","99","10"
"2020-06-20","18","184"
"2020-06-28","216","35"
"2020-06-16","80","155"
"2020-06-22","246","16"
"2020-06-04","203","168"
"2020-06-09","149","7"
"2020-06-22","206","36"
"2020-06-11","125","185"
"2020-06-07","191","234"
"2020-06-30","209","196"
"2020-06-16","155","75"
"2020-06-03","223","219"
"2020-06-27","164","203"
"2020-06-07","173","154"
"2020-06-06","2","160"
"2020-06-27","136","169"
"2020-06-10","114","66"
"2020-06-21","214","179"
"2020-06-16","93","3"
"2020-06-19","218","168"
"2020-06-19","144","57"
"2020-06-17","147","95"
"2020-06-01","122","193"
"2020-06-27","25","71"
"2020-06-03","104","164"
"2020-06-26","107","210"
"2020-06-08","57","163"
"2020-06-12","13","93"
"2020-06-09","209","106"
"2020-06-15","248","135"
"2020-06-23","29","81"
"2020-06-29","145","238"
"2020-06-08","243","79"
"2020-06-27","123","54"
"2020-06-26","213","147"
"2020-06-05","32","225"
"2020-06-29","42","239"
"2020-06-29","134","27"
"2020-06-01","104","38"
"2020-06-05","24","249"
"2020-06-20","92","48"
"2020-06-20","79","134"
"2020-06-10","42","151"
"2020-06-24","25","225"
"2020-06-10","88","72"
"2020-06-16","31","236"
"2020-06-23","30","39"
"2020-06-11","108","244"
"2020-06-25","78","155"
"2020-06-01","12","224"
"2020-06-24","37","236"
"2020-06-25","222","35"
"2020-06-22","113","18"
"2020-06-22","215","92"
"2020-06-09","173","88"
"2020-06-22","195","242"
"2020-06-11","185","70"
"2020-06-19","160","70"
"2020-06-18","116","185"
"2020-06-24","65","133"
"2020-06-20","160","23"
"2020-06-26","43","6"
"2020-06-06","227","203"
"2020-06-21","227","239"
"2020-06-25","168","210"
"2020-06-09","16","13"
"2020-06-09","197","26"
"2020-06-28","161","120"
"2020-06-04","54","106"
"2020-06-13","4","106"
"2020-06-16","59","65"
"2020-06-03","197","183"
"2020-06-17","30","116"
"2020-06-29","51","189"
"2020-06-10","122","165"
"2020-06-30","93","83"
"2020-06-15","23","246"
"2020-06-21","18","156"
"2020-06-12","104","105"
"2020-06-14","49","91"
"2020-06-21","125","1"
"2020-06-22","204","61"
"2020-06-05","108","68"
"2020-06-26","24","73"
"2020-06-16","90","233"
"2020-06-11","243","179"
"2020-06-09","33","29"
"2020-06-03","244","59"
"2020-06-14","18","100"
"2020-06-26","241","42"
"2020-06-07","209","85"
"2020-06-23","169","77"
"2020-06-04","92","151"
"2020-06-08","118","145"
"2020-06-15","82","44"
"2020-06-24","220","114"
"2020-06-06","111","190"
"2020-06-01","135","201"
"2020-06-19","117","230"
"2020-06-17","201","94"
"2020-06-12","114","103"
"2020-06-21","43","75"
"2020-06-22","100","178"
"2020-06-23","77","68"
"2020-06-01","136","26"
"2020-06-26","225","138"
"2020-06-07","14","79"
"2020-06-10","71","143"
"2020-06-19","144","78"
"2020-06-19","208","146"
"2020-06-17","77","236"
"2020-06-23","141","233"
"2020-06-23","24","133"
"2020-06-03","103","166"
"2020-06-27","190","188"
"2020-06-01","46","57"
"2020-06-16","119","199"
"2020-06-10","233","242"
"2020-06-10","52","57"
"2020-06-15","8","114"
"2020-06-17","131","198"
"2020-06-05","201","73"
"2020-06-14","9","5"
"2020-06-13","143","145"
"2020-06-01","11","103"
"2020-06-03","94","124"
"2020-06-04","216","127"
"2020-06-14","48","29"
"2020-06-09","24","92"
"2020-06-14","95","55"
"2020-06-05","171","179"
"2020-06-16","43","227"
"2020-06-01","102","153"
"2020-06-02","206","25"
"2020-06-29","158","77"
"2020-06-03","30","24"
"2020-06-22","198","43"
"2020-06-06","160","93"
"2020-06-29","29","242"
"2020-06-11","9","3"
"2020-06-16","134","34"
"2020-06-19","46","221"
"2020-06-12","51","77"
"2020-06-12","147","191"
"2020-06-28","242","109"
"2020-06-19","129","241"
"2020-06-30","226","167"
"2020-06-19","29","59"
"2020-06-20","87","35"
"2020-06-18","187","143"
"2020-06-20","102","185"
"2020-06-19","198","209"
"2020-06-18","176","164"
"2020-06-14","198","37"
"2020-06-27","78","170"
"2020-06-27","193","159"
"2020-06-05","198","196"
"2020-06-27","209","96"
"2020-06-11","58","70"
"2020-06-27","186","73"
"2020-06-29","31","214"
"2020-06-27","214","214"
"2020-06-03","219","60"
"2020-06-09","247","57"
"2020-06-23","73","61"
"2020-06-14","53","186"
"2020-06-13","57","70"
"2020-06-12","46","36"
"2020-06-24","189","154"
"2020-06-26","37","136"
"2020-06-28","87","159"
"2020-06-15","46","234"
"2020-06-29","89","159"
"2020-06-10","138","215"
"2020-06-16","224","111"
"2020-06-01","100","228"
"2020-06-13","196","135"
"2020-06-11","33","210"
"2020-06-14","222","198"
"2020-06-17","21","15"
"2020-06-28","238","70"
"2020-06-10","2","163"
"2020-06-13","242","59"
"2020-06-27","132","206"
"2020-06-21","165","65"
"2020-06-21","144","37"
"2020-06-09","178","87"
"2020-06-30","233","228"
"2020-06-25","23","168"
"2020-06-11","203","142"
"2020-06-18","126","8"
"2020-06-02","143","166"
"2020-06-10","27","230"
"2020-06-28","88","15"
"2020-06-15","123","148"
"2020-06-01","123","52"
"2020-06-23","161","13"
"2020-06-17","169","15"
"2020-06-23","136","42"
"2020-06-27","122","184"
"2020-06-22","8","176"
"2020-06-05","248","72"
"2020-06-09","7","174"
"2020-06-29","216","150"
"2020-06-03","96","155"
"2020-06-14","129","125"
"2020-06-17","25","15"
"2020-06-14","175","104"
"2020-06-21","203","219"
"2020-06-04","60","130"
"2020-06-19","170","28"
"2020-06-19","49","122"
"2020-06-16","99","97"
"2020-06-29","218","198"
"2020-06-30","137","57"
"2020-06-21","92","151"
"2020-06-21","125","145"
"2020-06-02","14","6"
"2020-06-28","68","224"
"2020-06-17","241","24"
"2020-06-02","15","148"
"2020-06-18","238","12"
"2020-06-05","211","124"
"2020-06-25","74","169"
"2020-06-18","61","185"
"2020-06-18","213","149"
"2020-06-19","122","236"
"2020-06-28","168","102"
"2020-06-15","221","77"
"2020-06-26","63","66"
"2020-06-10","189","127"
"2020-06-13","144","244"
"2020-06-20","7","41"
"2020-06-14","43","149"
"2020-06-28","175","14"
"2020-06-17","95","115"
"2020-06-25","141","99"
"2020-06-29","91","231"
"2020-06-24","93","14"
"2020-06-26","32","150"
"2020-06-02","181","127"
"2020-06-06","116","3"
"2020-06-28","13","75"
"2020-06-09","96","23"
"2020-06-03","162","2"
"2020-06-01","209","92"
"2020-06-02","7","150"
"2020-06-17","82","195"
"2020-06-10","199","67"
"2020-06-05","56","34"
"2020-06-17","20","224"
"2020-06-22","15","87"
"2020-06-25","182","249"
"2020-06-19","192","229"
"2020-06-30","68","58"
"2020-06-04","69","24"
"2020-06-14","89","60"
"2020-06-08","147","57"
"2020-06-14","67","91"
"2020-06-18","97","241"
"2020-06-14","54","221"
"2020-06-30","41","137"
"2020-06-17","234","2"
"2020-06-15","144","233"
"2020-06-15","225","79"
"2020-06-11","236","106"
"2020-06-10","67","85"
"2020-06-18","243","34"
"2020-06-21","207","121"
"2020-06-19","186","61"
"2020-06-09","110","33"
"2020-06-20","62","27"
"2020-06-28","109","145"
"2020-06-23","63","68"
"2020-06-19","198","139"
"2020-06-12","201","51"
"2020-06-04","202","149"
"2020-06-09","92","99"
"2020-06-05","221","235"
"2020-06-29","9","50"
"2020-06-12","246","240"
"2020-06-03","16","98"
"2020-06-21","31","7"
"2020-06-10","211","18"
"2020-06-02","223","64"
"2020-06-27","85","199"
"2020-06-26","1","42"
"2020-06-10","159","177"
"2020-06-02","169","153"
"2020-06-05","132","149"
"2020-06-16","210","20"
"2020-06-24","242","118"
"2020-06-22","236","88"
"2020-06-06","241","116"
"2020-06-27","92","236"
"2020-06-10","139","184"
"2020-06-04","186","132"
"2020-06-25","155","208"
"2020-06-13","147","206"
"2020-06-25","5","48"
"2020-06-02","22","49"
"2020-06-10","26","153"
"2020-06-14","135","82"
"2020-06-10","139","77"
"2020-06-06","218","141"
"2020-06-05","171","88"
"2020-06-02","153","23"
"2020-06-26","161","2"
"2020-06-22","103","35"
"2020-06-07","182","16"
"2020-06-09","209","96"
"2020-06-27","49","99"
"2020-06-24","117","221"
"2020-06-18","77","169"
"2020-06-29","156","130"
"2020-06-13","120","134"
"2020-06-17","189","228"
"2020-06-05","143","124"
"2020-06-11","56","12"
"2020-06-23","90","118"
"2020-06-25","241","96"
"2020-06-14","133","132"
"2020-06-29","232","49"
"2020-06-25","193","226"
"2020-06-19","21","59"
"2020-06-29","8","234"
"2020-06-03","109","203"
"2020-06-03","5","117"
"2020-06-29","219","207"
"2020-06-07","249","134"
"2020-06-15","109","71"
"2020-06-21","112","34"
"2020-06-01","50","108"
"2020-06-24","31","148"
"2020-06-14","86","136"
"2020-06-21","243","235"
"2020-06-30","210","41"
"2020-06-16","53","185"
"2020-06-30","117","43"
"2020-06-21","17","90"
"2020-06-19","10","190"
"2020-06-13","134","198"
"2020-06-22","176","199"
"2020-06-13","3","105"
"2020-06-29","11","72"
"2020-06-18","154","223"
"2020-06-04","172","150"
"2020-06-20","95","85"
"2020-06-15","16","128"
"2020-06-07","126","203"
"2020-06-15","98","64"
"2020-06-02","35","79"
"2020-06-13","20","215"
"2020-06-15","179","155"
"2020-06-01","19","181"
"2020-06-14","6","120"
"2020-06-23","199","176"
"2020-06-06","38","186"
"2020-06-02","156","222"
"2020-06-07","120","5"
"2020-06-03","112","245"
"2020-06-07","33","2"
"2020-06-03","65","5"
"2020-06-23","93","69"
"2020-06-16","85","94"
"2020-06-30","170","99"
"2020-06-16","226","1"
"2020-06-12","142","25"
"2020-06-28","150","24"
"2020-06-29","186","209"
"2020-06-11","169","6"
"2020-06-09","18","190"
"2020-06-01","237","214"
"2020-06-03","81","148"
"2020-06-29","230","156"
"2020-06-25","171","10"
"2020-06-07","45","31"
"2020-06-12","180","87"
"2020-06-15","57","68"
"2020-06-24","149","203"
"2020-06-25","20","109"
"2020-06-13","212","172"
"2020-06-01","207","78"
"2020-06-30","87","8"
"2020-06-08","29","87"
"2020-06-18","232","20"
"2020-06-24","22","71"
"2020-06-24","125","21"
"2020-06-20","44","161"
"2020-06-02","46","71"
"2020-06-06","179","181"
"2020-06-07","236","194"
"2020-06-25","39","18"
"2020-06-21","110","129"
"2020-06-16","4","235"
"2020-06-10","12","144"
"2020-06-03","6","31"
"2020-06-14","7","240"
"2020-06-13","146","221"
"2020-06-11","237","49"
"2020-06-28","16","194"
"2020-06-12","133","214"
"2020-06-01","182","72"
"2020-06-07","40","4"
"2020-06-25","239","49"
"2020-06-23","7","81"
"2020-06-09","196","39"
"2020-06-02","166","188"
"2020-06-08","23","230"
"2020-06-04","79","239"
"2020-06-05","189","23"
"2020-06-20","3","118"
"2020-06-10","182","3"
"2020-06-19","153","160"
"2020-06-29","149","248"
"2020-06-21","200","242"
"2020-06-22","153","210"
"2020-06-25","109","193"
"2020-06-06","248","81"
"2020-06-04","83","18"
"2020-06-19","133","237"
"2020-06-20","83","99"
"2020-06-29","240","234"
"2020-06-12","47","68"
"2020-06-11","80","186"
"2020-06-27","190","219"
"2020-06-16","58","122"
"2020-06-01","242","71"
"2020-06-19","210","105"
"2020-06-26","151","190"
"2020-06-01","94","123"
"2020-06-14","57","71"
"2020-06-06","191","217"
"2020-06-05","11","157"
"2020-06-16","152","170"
"2020-06-27","199","3"
"2020-06-05","126","96"
"2020-06-06","109","241"
"2020-06-21","196","129"
"2020-06-23","241","7"
"2020-06-04","43","146"
"2020-06-30","55","98"
"2020-06-13","179","186"
"2020-06-14","104","147"
"2020-06-14","27","100"
"2020-06-18","230","134"
"2020-06-26","92","177"
"2020-06-23","79","183"
"2020-06-14","205","105"
"2020-06-17","93","168"
"2020-06-22","81","32"
"2020-06-09","24","38"
"2020-06-16","147","88"
"2020-06-27","110","191"
"2020-06-13","203","92"
"2020-06-24","169","136"
"2020-06-07","187","129"
"2020-06-16","171","129"
"2020-06-10","136","55"
"2020-06-27","20","54"
"2020-06-04","28","170"
"2020-06-10","247","16"
"2020-06-20","151","19"
"2020-06-11","42","109"
"2020-06-01","15","220"
"2020-06-10","234","222"
"2020-06-30","138","81"
"2020-06-28","61","89"
"2020-06-20","176","98"
"2020-06-19","109","58"
"2020-06-22","121","177"
"2020-06-12","14","21"
"2020-06-07","179","165"
"2020-06-14","238","230"
"2020-06-21","30","111"
"2020-06-26","229","90"
"2020-06-22","149","171"
"2020-06-13","139","99"
"2020-06-06","41","68"
"2020-06-05","18","164"
"2020-06-19","206","71"
"2020-06-03","106","106"
"2020-06-12","147","51"
"2020-06-29","205","135"
"2020-06-11","26","194"
"2020-06-25","98","22"
"2020-06-15","92","1"
"2020-06-21","31","167"
"2020-06-16","111","20"
"2020-06-25","9","24"
"2020-06-12","96","76"
"2020-06-15","160","103"
"2020-06-28","115","117"
"2020-06-14","76","58"
"2020-06-07","75","25"
"2020-06-26","96","124"
"2020-06-01","235","150"
"2020-06-28","126","140"
"2020-06-25","118","114"
"2020-06-03","133","82"
"2020-06-23","45","67"
"2020-06-11","24","21"
"2020-06-20","101","153"
"2020-06-19","74","37"
"2020-06-03","55","177"
"2020-06-26","86","167"
"2020-06-09","224","140"
"2020-06-26","104","135"
"2020-06-25","76","10"
"2020-06-12","48","218"
"2020-06-05","42","188"
"2020-06-22","85","188"
"2020-06-15","118","104"
"2020-06-09","238","122"
"2020-06-28","22","223"
"2020-06-18","228","241"
"2020-06-16","214","41"
"2020-06-29","116","7"
"2020-06-10","26","247"
"2020-06-15","206","73"
"2020-06-01","89","174"
"2020-06-30","118","172"
"2020-06-22","10","234"
"2020-06-15","166","91"
"2020-06-20","45","149"
"2020-06-19","50","156"
"2020-06-11","192","3"
"2020-06-25","206","135"
"2020-06-14","36","220"
"2020-06-28","96","228"
"2020-06-15","148","3"
"2020-06-22","192","119"
"2020-06-18","54","2"
"2020-06-09","152","104"
"2020-06-08","37","219"
"2020-06-23","42","178"
"2020-06-28","106","195"
"2020-06-24","143","153"
"2020-06-20","89","80"
"2020-06-28","41","161"
"2020-06-03","189","61"
"2020-06-04","14","44"
"2020-06-17","176","218"
"2020-06-11","61","12"
"2020-06-16","90","112"
"2020-06-01","118","132"
"2020-06-05","145","194"
"2020-06-04","205","23"
"2020-06-27","98","151"
"2020-06-03","242","76"
"2020-06-13","128","135"
"2020-06-07","175","173"
"2020-06-17","173","131"
"2020-06-27","131","34"
"2020-06-09","107","185"
"2020-06-16","87","134"
"2020-06-14","153","146"
"2020-06-29","132","126"
"2020-06-03","215","194"
"2020-06-06","125","235"
"2020-06-28","168","239"
"2020-06-17","234","77"
